#Monitoring-Site	Remote-Site	?	Oct2014	Sep2014	Aug2014	Jul2014	Jun2014	May2014	Apr2014	Mar2014	Feb2014	Jan2014	Dec2013	Nov2013	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
PK.PINGERKHI-CPSP.PERN.EDU	PK.PERNKHIPOP.EDU.N2	?M	1.374	1.335	2.246	1.372	1.199	1.025	2.272	2.950	1.510	1.051	2.555	0.879	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerkhi.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PERNLHRPOP.EDU.N1	?M	29.943	53.996	43.632	35.581	30.779	23.063	23.017	23.207	22.622	22.562	23.193	23.491	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerlhr.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PERNMTNPOP.EDU.N2	?M	13.058	13.675	14.350	13.997	13.548	12.878	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingermtn.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PERNPWRPOP.EDU.N2	?M	.	.	.	145.053	104.790	96.500	68.077	49.608	.	66.609	56.725	63.003	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerpwr.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PERNSINDHUPOP.EDU.N2	?M	4.119	22.262	52.445	86.033	62.866	4.354	4.388	4.318	5.041	4.522	4.241	6.369	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerjms.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PIEAS.EDU.N2	?M	30.711	30.008	42.018	30.065	31.625	29.276	29.641	29.849	29.538	37.957	45.422	28.470	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	ns3.pieas.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGER.IBA-SUK.EDU	?M	.	.	.	.	.	.	.	.	.	.	.	15.691	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.iba-suk.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERISL-AIR.PERN_EDU.N1	?M	30.675	30.864	46.650	32.838	31.418	29.380	30.810	30.753	30.483	30.333	32.719	30.176	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerisl-air.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERISL-FJWU.PERN.EDU	?M	30.471	31.490	46.934	33.232	31.954	29.592	30.723	29.768	29.420	28.729	39.311	30.470	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerisl-fjwu.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERISL-QAU.PERN.EDU	?M	31.543	31.095	30.589	30.352	32.365	31.028	31.597	31.191	31.430	.	.	35.336	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerisl-qau.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERKHI-UOK.PERN.EDU	?M	0.665	0.700	1.204	0.614	.	.	.	0.592	0.642	0.646	0.633	0.632	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerkhi-uok.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERLHR-GCU.PERN.EDU	?M	22.714	27.361	74.653	102.395	72.372	22.717	22.634	22.867	22.420	22.337	22.054	22.488	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerlhr-gcu.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERLHR-PU.PERN.EDU	?M	22.542	42.018	75.310	102.783	79.706	22.534	22.382	22.659	22.366	22.608	22.145	22.515	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerlhr-pu.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERQTA.PERN.EDU.N2	?M	23.377	26.162	32.018	25.403	24.572	22.660	22.384	22.364	23.956	23.408	22.178	22.093	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerqta.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.SAU.SEECS.EDU	?M	3.997	32.684	63.871	102.892	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	sau.seecs.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.SEECS.EDU.N2	?M	33.229	31.855	28.082	28.127	33.283	32.297	.	28.389	27.626	27.679	28.419	28.403	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	monitor.seecs.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.SEECS.EDU.N6	?M	27.053	29.540	27.754	29.637	31.015	30.291	29.575	30.762	32.934	32.954	34.609	35.247	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	maggie1.seecs.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.SEECS.EDU.N7	?M	28.867	32.330	31.740	30.963	32.281	38.972	29.443	32.428	36.855	35.180	48.763	38.697	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	maggie2.seecs.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.UET.EDU.N2	?M	23.544	44.740	77.086	104.668	74.950	25.259	24.934	24.459	24.584	24.714	23.896	22.912	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.uet.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.UOB.EDU.N3	?M	22.262	25.154	32.017	25.258	26.809	22.894	22.849	22.688	22.632	22.296	22.813	22.511	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.uob.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.UPESH.EDU.N2	?M	28.757	31.403	44.392	32.987	32.006	28.912	28.550	28.478	28.527	29.050	44.391	29.079	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.upesh.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.USINDH.EDU.N2	?M	4.601	15.949	57.385	86.789	60.693	4.816	4.705	4.476	4.492	4.703	4.464	5.360	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.usindh.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.VU.EDU	?M	24.315	28.698	47.106	47.348	31.271	24.002	24.290	24.270	23.779	26.286	37.841	123.960	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pinger.vu.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PY.WWW.UNA.N1	?B	391.903	421.268	385.953	388.113	411.725	416.691	446.302	393.887	401.833	394.954	393.859	399.780	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.una.py	PY	Latin_America
PK.PINGERKHI-CPSP.PERN.EDU	RS.BG.AC.N1	?B	157.303	164.015	153.426	152.238	158.041	155.160	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	ns.rcub.bg.ac.rs	RS	Balkans
PK.PINGERKHI-CPSP.PERN.EDU	RU.ITEP.N1	?B	173.512	178.786	169.697	172.390	182.734	186.256	197.487	237.396	182.775	182.249	187.403	188.885	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	mctest.itep.ru	RU	Russia
PK.PINGERKHI-CPSP.PERN.EDU	RU.NSK.N1	?M	239.351	228.121	217.233	219.351	230.267	231.277	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
PK.PINGERKHI-CPSP.PERN.EDU	SD.SUVL.ESU.WWW	?B	213.199	200.137	.	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.suvl.edu.sd	SD	Africa
PK.PINGERKHI-CPSP.PERN.EDU	SE.IT.SU.WWW	?B	165.602	166.466	163.278	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.it.su.se	SE	Europe
PK.PINGERKHI-CPSP.PERN.EDU	SG.SINGAREN.NET.N1	?B	456.487	293.814	290.662	287.895	264.094	136.267	136.779	104.427	86.298	192.852	365.333	311.289	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.singaren.net.sg	SG	S.E._Asia
PK.PINGERKHI-CPSP.PERN.EDU	SI.UNI-MB.N1	?B	149.391	149.829	144.022	144.177	150.305	151.562	169.689	146.869	148.983	147.785	160.670	176.422	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.uni-mb.si	SI	Balkans
PK.PINGERKHI-CPSP.PERN.EDU	SK.SANET.N1	?B	146.002	144.538	145.151	191.413	199.725	157.222	161.733	161.625	242.226	213.536	186.030	174.555	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.PINGERKHI-CPSP.PERN.EDU	SL.SIERRATEL	?B	276.214	299.453	299.359	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.sierratel.sl	SL	Africa
PK.PINGERKHI-CPSP.PERN.EDU	SN.COLLEGE.EDU.N1	?r	.	.	.	.	.	.	.	.	210.948	204.625	.	196.078	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.PINGERKHI-CPSP.PERN.EDU	SN.ESMT	?B	201.000	208.565	219.595	258.831	311.234	237.599	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.esmt.sn	SN	Africa
PK.PINGERKHI-CPSP.PERN.EDU	SO.EASTAFRICAUNIVERSITY.N1	?B	440.970	266.712	.	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.eastafricauniversity.net	NET	Africa
PK.PINGERKHI-CPSP.PERN.EDU	SV.RED.N1	?B	286.761	342.640	296.443	299.860	328.368	297.381	333.139	363.249	292.993	312.840	334.543	316.981	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	cir.red.sv	SV	Latin_America
PK.PINGERKHI-CPSP.PERN.EDU	SZ.ACAT.ORG.N1	?B	353.958	365.657	.	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.acat.org.sz	SZ	Africa
PK.PINGERKHI-CPSP.PERN.EDU	TG.REFER.ORG.N1	?B	252.437	312.586	251.268	303.051	282.590	275.842	262.922	467.541	489.598	411.537	427.895	691.257	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	tg.refer.org	ORG	Africa
PK.PINGERKHI-CPSP.PERN.EDU	TH.KMUTT.AC.N2	?B	402.886	304.911	301.283	293.250	311.456	244.594	223.709	165.737	243.032	237.454	231.655	231.736	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	ongkot.kmutt.ac.th	TH	S.E._Asia
PK.PINGERKHI-CPSP.PERN.EDU	TN.GNET.N1	?B	151.767	142.008	159.314	157.603	141.769	122.496	144.644	128.965	120.272	127.050	156.119	134.659	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	mail.gnet.tn	TN	Africa
PK.PINGERKHI-CPSP.PERN.EDU	TR.ANADOLU.EDU.N1	?B	200.846	196.194	186.267	187.353	194.844	198.041	214.173	203.775	219.840	263.593	233.322	207.098	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.anadolu.edu.tr	TR	Middle_East
PK.PINGERKHI-CPSP.PERN.EDU	TW.SINICA.EDU.N1	?B	415.747	311.146	258.110	226.064	341.249	405.995	421.685	408.704	424.385	418.494	420.875	421.731	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	dns.sinica.edu.tw	TW	East_Asia
PK.PINGERKHI-CPSP.PERN.EDU	TZ.TELECOM.N1	?B	285.199	313.752	.	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.6telecoms.co.tz	TZ	Africa
PK.PINGERKHI-CPSP.PERN.EDU	UA.KHARKOV.N1	?B	171.220	226.128	245.996	242.517	233.824	202.878	217.126	240.177	192.504	190.157	188.944	190.683	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.PINGERKHI-CPSP.PERN.EDU	UG.STARCOM.CO.N1	?B	299.519	376.932	.	.	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	mail2.starcom.co.ug	UG	Africa
PK.PINGERKHI-CPSP.PERN.EDU	UY.FISICA.EDU.N1	?B	396.088	440.814	453.010	458.592	437.352	400.660	418.469	390.137	401.131	391.946	402.560	408.755	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.fisica.edu.uy	UY	Latin_America
PK.PINGERKHI-CPSP.PERN.EDU	VE.CUC.EDU.N1	?B	265.508	291.153	277.970	274.994	283.846	296.500	310.956	299.181	291.960	284.402	299.303	309.650	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.cuc.edu.ve	VE	Latin_America
PK.PINGERKHI-CPSP.PERN.EDU	ZA.TENET.AC.N1	?M	369.594	404.019	425.726	416.137	419.709	401.441	381.456	409.528	361.745	376.968	374.099	379.844	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	brunsvigia.tenet.ac.za	ZA	Africa
PK.PINGERKHI-CPSP.PERN.EDU	ZM.ZCUNI.EDU	?B	356.873	360.833	347.575	346.941	.	.	.	.	.	.	.	.	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.zcuniversity.edu.zm	ZM	Africa
PK.PINGERKHI-UOK.PERN.EDU	AF.MOD.GOV.AF	?B	695.766	704.235	704.474	735.523	.	.	.	744.447	699.385	702.192	716.996	726.730	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.mod.gov.af	AF	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	AL.ALBANIAONLINE.NET.N1	?B	146.596	174.396	182.294	172.285	.	.	.	137.564	153.259	156.337	148.310	145.412	pingerkhi-uok.pern.edu.pk	PK	South_Asia	aol1.albaniaonline.net	NET	Balkans
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.ADELAIDE.N1	?B	453.100	319.242	319.176	310.049	.	.	.	335.889	462.955	462.951	452.909	426.565	pingerkhi-uok.pern.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.BRISBANE.NET	?B	449.826	335.225	332.835	327.591	.	.	.	345.983	461.429	456.779	457.858	425.484	pingerkhi-uok.pern.edu.pk	PK	South_Asia	bne-a-ext1.aarnet.net.au	AU	Oceania
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.CANBERRA.NET	?B	434.707	320.457	318.926	312.182	.	.	.	335.003	449.858	445.686	448.252	414.991	pingerkhi-uok.pern.edu.pk	PK	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.HOBART.N2	?B	449.753	327.119	332.711	323.577	.	.	.	340.207	462.418	461.453	452.611	423.530	pingerkhi-uok.pern.edu.pk	PK	South_Asia	hba-a-pm1.aarnet.net.au	AU	Oceania
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.PERTH.NET	?B	472.196	320.402	315.433	311.080	.	.	.	369.157	429.506	420.287	404.923	390.481	pingerkhi-uok.pern.edu.pk	PK	South_Asia	per-a-ext1.aarnet.net.au	AU	Oceania
PK.PINGERKHI-UOK.PERN.EDU	BA.UTIC.NET.N1	?B	167.062	164.407	151.231	157.618	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	linhost2.utic.net.ba	BA	Balkans
PK.PINGERKHI-UOK.PERN.EDU	BD.DAFFODILVARSITY.EDU.WWW	?B	445.230	264.967	419.702	384.219	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.daffodilvarsity.edu.bd	BD	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	BD.DUET.AC.N1	?r	287.440	306.434	311.551	311.320	.	.	.	283.526	332.704	233.042	150.718	153.488	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.duet.ac.bd	BD	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	BF.UNIV-OUAGA.N1	?M	405.192	294.479	255.275	297.626	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.univ-ouaga.bf	BF	Africa
PK.PINGERKHI-UOK.PERN.EDU	BJ.GOUV.N1	?B	224.503	237.145	259.804	239.204	.	.	.	315.084	257.072	243.189	269.142	253.153	pingerkhi-uok.pern.edu.pk	PK	South_Asia	waib.gouv.bj	BJ	Africa
PK.PINGERKHI-UOK.PERN.EDU	BO.UMSS.EDU.N1	?M	352.121	393.960	358.971	370.494	.	.	.	392.773	340.264	348.515	343.340	371.886	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.umss.edu.bo	BO	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	BR.UNESP.N1	?M	347.790	413.731	440.342	402.086	.	.	.	453.462	434.003	417.306	425.621	428.528	pingerkhi-uok.pern.edu.pk	PK	South_Asia	pinger.unesp.br	BR	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	BY.MTEC.N1	?B	175.774	177.313	170.573	154.222	.	.	.	181.942	184.491	185.743	195.941	204.236	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.mtec.by	BY	Europe
PK.PINGERKHI-UOK.PERN.EDU	CA.CARLETON.N1	?B	223.192	231.143	223.930	222.195	.	.	.	228.808	252.416	239.437	244.761	233.319	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ftp.physics.carleton.ca	CA	North_America
PK.PINGERKHI-UOK.PERN.EDU	CA.TRIUMF.N4	?M	279.202	295.965	289.300	286.208	.	.	.	300.243	287.858	287.811	303.930	299.699	pingerkhi-uok.pern.edu.pk	PK	South_Asia	sitka.triumf.ca	CA	North_America
PK.PINGERKHI-UOK.PERN.EDU	CH.CERN.N1	?B	135.263	143.449	137.360	131.669	.	.	.	133.984	136.324	135.441	140.614	147.098	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ping.cern.ch	CH	Europe
PK.PINGERKHI-UOK.PERN.EDU	CH.EPFL.N1	?B	138.859	183.321	230.256	224.217	.	.	.	189.417	143.519	143.000	151.207	148.493	pingerkhi-uok.pern.edu.pk	PK	South_Asia	eltca1.epfl.ch	CH	Europe
PK.PINGERKHI-UOK.PERN.EDU	CN.IHEP.AC.N2	?B	450.002	472.151	459.760	440.952	.	.	.	459.561	453.060	453.765	461.698	461.219	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
PK.PINGERKHI-UOK.PERN.EDU	CN.USTC.LCG.PS.EDU.N1	?B	440.731	454.661	356.210	322.914	.	.	.	.	.	.	.	396.692	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ps.lcg.ustc.edu.cn	CN	East_Asia
PK.PINGERKHI-UOK.PERN.EDU	CR.CUC.AC.N1	?B	.	.	.	.	.	.	.	309.263	331.039	351.122	328.793	348.149	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.cuc.ac.cr	CR	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	DZ.UNIV-SBA	?B	.	.	.	303.294	.	.	.	222.737	209.397	219.134	238.351	186.273	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.univ-sba.dz	DZ	Africa
PK.PINGERKHI-UOK.PERN.EDU	EDU.SLAC.STANFORD.N3	?M	282.673	280.735	276.460	271.761	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	pinger.slac.stanford.edu	EDU	North_America
PK.PINGERKHI-UOK.PERN.EDU	EE.UT.N1	?B	173.388	208.566	189.419	160.052	.	.	.	209.839	160.362	158.388	166.475	173.259	pingerkhi-uok.pern.edu.pk	PK	South_Asia	kadri.ut.ee	EE	Europe
PK.PINGERKHI-UOK.PERN.EDU	EG.EUN.N1	?B	196.395	212.337	173.230	185.838	.	.	.	168.095	158.340	207.251	209.210	205.802	pingerkhi-uok.pern.edu.pk	PK	South_Asia	frcu.eun.eg	EG	Africa
PK.PINGERKHI-UOK.PERN.EDU	ET.STMARYCOLLEGE.N3	?B	232.963	280.195	1099.996	1481.304	.	.	.	980.522	1550.048	1397.048	1192.735	1321.169	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.stmaryuniversitycollege.edu.et	ET	Africa
PK.PINGERKHI-UOK.PERN.EDU	GA.TRESOR.N1	?B	293.034	296.260	290.731	289.142	.	.	.	298.927	308.752	324.667	314.900	312.165	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.PINGERKHI-UOK.PERN.EDU	GH.CSIR.ORG.N1	?B	231.541	.	251.591	233.509	.	.	.	243.180	248.475	237.023	295.336	261.012	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.csir.org.gh	GH	Africa
PK.PINGERKHI-UOK.PERN.EDU	GM.QANET.N1	?B	226.587	313.565	255.499	244.529	.	.	.	227.255	263.284	250.569	240.211	250.852	pingerkhi-uok.pern.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.PINGERKHI-UOK.PERN.EDU	GT.USAC.EDU.N1	?B	293.973	331.896	299.279	299.248	.	.	.	329.561	311.466	303.881	345.171	320.754	pingerkhi-uok.pern.edu.pk	PK	South_Asia	fisica.usac.edu.gt	GT	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	HN.EDU.UNITEC.N1	?B	287.082	300.350	342.080	337.368	.	.	.	313.822	263.620	271.468	283.628	287.835	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.unitec.edu	EDU	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	HR.CARNET.N2	?B	148.281	151.907	147.237	148.141	.	.	.	193.974	148.982	154.857	156.218	178.250	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.carnet.hr	HR	Balkans
PK.PINGERKHI-UOK.PERN.EDU	HU.KFKI.N1	?B	147.122	157.770	153.159	150.583	.	.	.	267.691	263.542	163.942	156.266	224.469	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ping.rmki.kfki.hu	HU	Europe
PK.PINGERKHI-UOK.PERN.EDU	ID.DNET.NET.N1	?B	425.070	298.796	419.020	454.010	.	.	.	133.268	161.640	299.897	294.103	301.094	pingerkhi-uok.pern.edu.pk	PK	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
PK.PINGERKHI-UOK.PERN.EDU	IR.IRANLG.N1	?B	.	252.797	265.913	261.723	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.iranlng.ir	IR	Middle_East
PK.PINGERKHI-UOK.PERN.EDU	IT.ICTP.N1	?M	144.440	150.991	146.962	145.479	.	.	.	191.635	145.147	145.412	150.225	155.981	pingerkhi-uok.pern.edu.pk	PK	South_Asia	pinger.ictp.it	IT	Europe
PK.PINGERKHI-UOK.PERN.EDU	IT.INFN.N6	?B	130.520	149.365	146.594	144.308	.	.	.	192.498	148.006	151.634	169.658	164.544	pingerkhi-uok.pern.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
PK.PINGERKHI-UOK.PERN.EDU	IT.INFN.N7	?B	132.541	146.297	143.081	139.718	.	.	.	149.127	137.945	139.655	157.799	154.104	pingerkhi-uok.pern.edu.pk	PK	South_Asia	dxcnaf.cnaf.infn.it	IT	Europe
PK.PINGERKHI-UOK.PERN.EDU	JO.SESAME.ORG.N1	?M	215.269	222.082	204.918	201.205	.	.	.	201.564	358.763	222.540	365.331	401.990	pingerkhi-uok.pern.edu.pk	PK	South_Asia	pinger.sesame.org.jo	JO	Middle_East
PK.PINGERKHI-UOK.PERN.EDU	JP.RIKEN.N3	?M	397.093	288.398	298.202	301.525	.	.	.	280.164	297.852	291.739	300.191	293.902	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ping.riken.jp	JP	East_Asia
PK.PINGERKHI-UOK.PERN.EDU	KE.SWIFTKENYA.COM.N1	?B	299.367	380.975	364.582	366.080	.	.	.	290.357	302.638	296.491	290.916	298.127	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.PINGERKHI-UOK.PERN.EDU	KR.KYUNGWON.AC.N1	?B	428.953	355.384	307.987	298.660	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	main.kyungwon.ac.kr	KR	East_Asia
PK.PINGERKHI-UOK.PERN.EDU	KZ.KAZRENA.N1	?B	250.267	274.676	317.982	246.631	.	.	.	295.598	238.628	250.415	251.612	262.521	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
PK.PINGERKHI-UOK.PERN.EDU	LB.CUT.EDU.N1	?B	160.438	170.479	173.892	169.422	.	.	.	213.659	173.102	179.033	186.102	180.513	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.cut.edu.lb	LB	Middle_East
PK.PINGERKHI-UOK.PERN.EDU	LK.LEARN.AC.N1	?B	250.972	243.541	263.638	217.073	.	.	.	334.400	205.898	280.222	371.887	393.046	pingerkhi-uok.pern.edu.pk	PK	South_Asia	namunu.learn.ac.lk	LK	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	LS.LESOTHO.GOV.N1	?B	323.940	400.530	403.895	403.165	.	.	.	328.937	329.256	332.036	324.177	331.032	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
PK.PINGERKHI-UOK.PERN.EDU	LT.MII.N1	?B	156.457	158.842	152.071	157.807	.	.	.	180.371	195.331	176.697	194.142	190.191	pingerkhi-uok.pern.edu.pk	PK	South_Asia	julius.ktl.mii.lt	LT	Europe
PK.PINGERKHI-UOK.PERN.EDU	LV.WEB-A-LVDATS.N1	?B	167.174	164.054	155.502	158.692	.	.	.	168.753	182.962	171.357	179.304	186.136	pingerkhi-uok.pern.edu.pk	PK	South_Asia	web-a.lvdats.lv	LV	Europe
PK.PINGERKHI-UOK.PERN.EDU	LY.LTTNET.NET	?B	291.106	210.860	226.311	196.537	.	.	.	.	.	.	.	.	pingerkhi-uok.pern.edu.pk	PK	South_Asia	mail.lttnet.net	NET	Africa
PK.PINGERKHI-UOK.PERN.EDU	MK.NET.N1	?B	173.604	173.219	169.934	221.617	.	.	.	175.215	176.914	174.573	173.559	173.270	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.mt.net.mk	MK	Balkans
PK.PINGERKHI-UOK.PERN.EDU	ML.ORG.REFER.N1	?B	222.976	244.344	259.088	250.520	.	.	.	275.136	308.924	262.266	245.144	230.284	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.ml.refer.org	ORG	Africa
PK.PINGERKHI-UOK.PERN.EDU	MN.MAGIC.N1	?B	463.439	394.248	280.242	279.034	.	.	.	334.352	295.300	355.671	310.567	302.223	pingerkhi-uok.pern.edu.pk	PK	South_Asia	magic.mn	MN	Central_Asia
PK.PINGERKHI-UOK.PERN.EDU	MR.AFE.N1	?B	269.804	286.523	338.437	436.769	.	.	.	446.263	398.400	333.911	377.651	439.710	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.afe.mr	MR	Africa
